employee_id,fullname,final_match_rate,tgv_cognitive,tgv_strategy,tgv_execution,tgv_teamwork
EMP101764,Luthfi Jatmiko Firmansyah,97.99429691518989,100.0,94.05797101449275,100.0,97.91921664626683
EMP101065,Nabila Kusuma Gunawan,97.96800475153721,100.0,100.0,93.952802359882,97.91921664626683
EMP101578,Adit Rahmawati,97.96800475153721,100.0,100.0,93.952802359882,97.91921664626683
EMP100465,Eko Pamungkas,97.53856418634749,99.60769425461908,100.0,92.62734584450402,97.91921664626683
EMP100639,Iman Pratama,97.42700247363288,97.8359908883827,100.0,93.952802359882,97.91921664626683
EMP100026,Wulan Yudhistira Tamba,97.39612145112821,99.03792331374196,100.0,92.62734584450402,97.91921664626683
EMP100649,Wahyu Dharma Handayani,97.33876017308565,91.43582404607577,100.0,100.0,97.91921664626683
EMP101460,Zahra Fadillah Saputra,97.29151700791431,91.24685138539043,100.0,100.0,97.91921664626683
EMP101379,Oka Pamungkas,97.17694242073267,90.78855303666387,100.0,100.0,97.91921664626683
EMP100208,Hadi Tri Maulida,97.17694242073267,90.78855303666387,100.0,100.0,97.91921664626683
EMP100723,Ayu Aji Permadi,97.17694242073267,90.78855303666387,100.0,100.0,97.91921664626683
EMP101508,Iman Zulfikar,97.16709851742598,90.7491774234371,100.0,100.0,97.91921664626683
EMP100158,Lestari Syahputra,97.16709851742598,90.7491774234371,100.0,100.0,97.91921664626683
EMP100054,Nugroho Maulida,97.06236783355104,90.33025468793731,100.0,100.0,97.91921664626683
EMP101203,Dwi Lestari,97.06236783355104,90.33025468793731,100.0,100.0,97.91921664626683
EMP101862,Rendra Sinaga,97.0086881217157,96.01880753334137,94.09672830725464,100.0,97.91921664626683
EMP101551,Hana Saputra Pamungkas,96.83321865918775,89.41365799048418,100.0,100.0,97.91921664626683
EMP101167,Rama Utami,96.83321865918775,89.41365799048418,100.0,100.0,97.91921664626683
EMP101343,Anisa Anugrah Saputra,96.70867392803837,96.2881332213826,100.0,92.62734584450402,97.91921664626683
EMP101570,Putri Zulfikar Lukman,96.69631429533794,94.9132381752029,100.0,93.952802359882,97.91921664626683
EMP101479,Oka Wibowo,96.60406948482448,88.49706129303107,100.0,100.0,97.91921664626683
EMP101248,Cahyo Lestari,96.56744295416738,94.29258415590989,94.05797101449275,100.0,97.91921664626683
EMP101451,Bayu Kusuma,96.54115079051468,94.29258415590989,100.0,93.952802359882,97.91921664626683
EMP100434,Hadi Wibowo,96.51847899200355,100.0,88.15469932174739,100.0,97.91921664626683
EMP101655,Dimas Zulfikar,96.4824975051604,100.0,94.05797101449275,93.952802359882,97.91921664626683
EMP101787,Zaki Subekti,96.28124683430778,87.20577069096431,100.0,100.0,97.91921664626683
EMP101584,Dimas Saputra,96.26034572327956,87.12216624685138,100.0,100.0,97.91921664626683
EMP101320,Fajar Tamba,96.26034572327956,87.12216624685138,100.0,100.0,97.91921664626683
EMP100637,Rani Adi Simanjuntak,96.2545043299391,87.09880067348954,100.0,100.0,97.91921664626683
EMP101272,Utami Baskara Lukman,96.1511333763159,100.0,94.05797101449275,92.62734584450402,97.91921664626683
EMP101792,Nadia Kusuma,96.12484121266321,100.0,100.0,86.58014820438602,97.91921664626683
EMP100330,Kartika Gunawan,96.12484121266321,100.0,100.0,86.58014820438602,97.91921664626683
EMP101794,Nadia Tamba,96.12484121266321,100.0,100.0,86.58014820438602,97.91921664626683
EMP101973,Putri Siregar,96.11347121546198,99.95452001119509,100.0,86.58014820438602,97.91921664626683
EMP101103,Wulan Lestari Saputra,96.04769469975268,86.27156215274391,100.0,100.0,97.91921664626683
EMP100326,Rizka Qolbi Mahendra,96.04484825909125,92.16344808284356,94.09672830725464,100.0,97.91921664626683
EMP100550,Hadi Hartanto,95.82695099554746,85.388587335923,100.0,100.0,97.91921664626683
EMP100761,Maya Situmorang,95.69701366870706,90.91603566867937,100.0,93.952802359882,97.91921664626683
EMP100881,Kartika Purnama,95.66514301070318,90.78855303666387,100.0,93.952802359882,97.91921664626683
EMP100041,Lestari Maulana,95.40636469816523,83.70624214639409,100.0,100.0,97.91921664626683
EMP100926,Intan Candra Rahmawati,95.39539515118959,83.66236395849151,100.0,100.0,97.91921664626683
EMP100536,Eko Gunawan,95.39539515118959,83.66236395849151,100.0,100.0,97.91921664626683
EMP100727,Sari Utama Hidayat,95.39539515118959,83.66236395849151,100.0,100.0,97.91921664626683
EMP101684,Bella Utama Ramadhan,95.26500748363317,89.08284227377311,94.05797101449275,100.0,97.91921664626683
EMP100475,Rizky Setiawan,95.25408782714794,89.14433230244296,100.0,93.952802359882,97.91921664626683
EMP100652,Eko Mahardika Lukman,95.24835475268054,88.97747405720071,94.09672830725464,100.0,97.91921664626683
EMP101632,Putri Ginting,95.24835475268054,88.97747405720071,94.09672830725464,100.0,97.91921664626683
EMP101924,Dian Anggara,95.1595298047197,100.0,94.05797101449275,86.58014820438602,100.0
EMP100370,Bayu Tamba,95.06264093662031,82.3313471002144,100.0,100.0,97.91921664626683
EMP101806,Indra Iqbal Lukman,94.99699025878358,100.0,88.1159420289855,93.952802359882,97.91921664626683
EMP100524,Hadi Nugroho,94.83745414924154,87.37262893620657,94.05797101449275,100.0,97.91921664626683
EMP101035,Luthfi Zulfikar,94.69798725164068,94.29258415590989,100.0,86.58014820438602,97.91921664626683
EMP101726,Dimas Anggara,94.67531545312956,100.0,88.15469932174739,92.62734584450402,97.91921664626683
EMP101748,Wulan Rohman,94.67531545312956,100.0,88.15469932174739,92.62734584450402,97.91921664626683
EMP100234,Galih Jatmiko Maulana,94.64902328947687,100.0,94.09672830725464,86.58014820438602,97.91921664626683
EMP101286,Zaki Adi Permadi,94.58384332925337,100.0,100.0,100.0,78.33537331701346
EMP101591,Andi Situmorang,94.58384332925337,100.0,100.0,100.0,78.33537331701346
EMP100645,Yoga Iqbal Santoso,94.5317567715872,87.58046459557795,100.0,92.62734584450402,97.91921664626683
EMP101781,Bella Candra Zulfikar,94.50954346807139,80.11895722601872,100.0,100.0,97.91921664626683
EMP100896,Rizka Setiawan,94.50514050787957,80.10134538525145,100.0,100.0,97.91921664626683
EMP101809,Dinda Suharto,94.49646244138637,92.01710245214201,94.09672830725464,93.952802359882,97.91921664626683
EMP101293,Citra Suharto,94.48576689290813,99.60769425461908,100.0,100.0,78.33537331701346
EMP101718,Intan Kurniawan,94.46743822404393,85.9977338900269,100.0,93.952802359882,97.91921664626683
EMP100512,Valdo Ginting,94.46742845653523,79.9504971798741,100.0,100.0,97.91921664626683
EMP100462,Lestari Anggara,94.4059384278654,79.70453706519473,100.0,100.0,97.91921664626683
EMP100830,Hana Herlambang,94.32652158271918,85.43406732472792,100.0,93.952802359882,97.91921664626683
EMP101536,Indra Syahputra,94.281393696716,86.57901229609314,100.0,92.62734584450402,97.91921664626683
EMP100400,Luthfi Herlambang,94.19044096367709,84.7458189011869,94.09672830725464,100.0,97.91921664626683
EMP100460,Joko Sinaga,94.18932508751683,90.78855303666387,94.09672830725464,93.952802359882,97.91921664626683
EMP101458,Oktavia Kusuma Pratama,94.09107252002013,97.66302826756228,88.15469932174739,92.62734584450402,97.91921664626683
EMP100924,Julia Yudhistira Lukman,94.07871288731971,96.2881332213826,88.15469932174739,93.952802359882,97.91921664626683
EMP100519,Teguh Indrawan,94.04284105134904,97.8359908883827,100.0,100.0,78.33537331701346
EMP100998,Citra Pratama,93.85223402246638,96.74643157010915,88.1159420289855,92.62734584450402,97.91921664626683
EMP101082,Rani Permadi,93.79487274442383,89.14433230244296,88.1159420289855,100.0,97.91921664626683
EMP101007,Prasetyo Subekti,93.75731890244296,88.95535964175764,88.15469932174739,100.0,97.91921664626683
EMP100513,Nabila Fadillah Setiawan,93.72407736046654,99.95452001119509,94.05797101449275,82.9646017699115,97.91921664626683
EMP101675,Mahendra Indrawan,93.50183877344472,95.67198177676538,100.0,100.0,78.33537331701346
EMP100485,Galih Aji Saputra,93.46696206325367,81.89066059225513,94.05797101449275,100.0,97.91921664626683
EMP101470,Citra Simanjuntak,93.41359514089804,87.58046459557795,88.15469932174739,100.0,97.91921664626683
EMP100559,Ayunda Anggara,93.40519121380655,88.97747405720071,94.09672830725464,92.62734584450402,97.91921664626683
EMP101456,Nurlita Rachman Ramadhan,93.40477718030296,100.0,83.07254623044096,92.62734584450402,97.91921664626683
EMP101878,Teguh Herlambang,93.33706485939499,81.47624043143114,100.0,93.952802359882,97.91921664626683
EMP101396,Gita Ginting,93.26688699672326,87.09880067348954,94.09672830725464,93.952802359882,97.91921664626683
EMP100300,Rama Lukman,93.16351604310006,100.0,88.15469932174739,86.58014820438602,97.91921664626683
EMP101331,Zahra Setiawan,93.13689977939242,92.5208807896735,88.15469932174739,93.952802359882,97.91921664626683
EMP100574,Kartika Putra,93.10802540606703,100.0,94.09672830725464,100.0,78.33537331701346
EMP100663,Rifqi Jatmiko Indrawan,93.09833608287656,100.0,94.05797101449275,100.0,78.33537331701346
EMP100785,Umar Fadillah Handayani,93.08300369869082,93.99664147774979,100.0,100.0,78.33537331701346
EMP100962,Kartika Wibowo,93.07204391922386,100.0,100.0,93.952802359882,78.33537331701346
EMP100362,Adit Ginting,93.07204391922386,100.0,100.0,93.952802359882,78.33537331701346
EMP100331,Julia Tri Hartanto,93.06543960675484,99.60769425461908,88.15469932174739,86.58014820438602,97.91921664626683
EMP100713,Iman Indrawan,92.90649865053632,81.07943211137442,100.0,92.62734584450402,97.91921664626683
EMP101603,Andi Jatmiko Hidayat,92.8212291014744,79.30772874513802,94.05797101449275,100.0,97.91921664626683
EMP100993,Wulan Purnama,92.76120856139481,96.06428752214629,94.09672830725464,82.9646017699115,97.91921664626683
EMP100135,Indra Wijaya Ridwan,92.62251376519573,97.8359908883827,88.15469932174739,86.58014820438602,97.91921664626683
EMP101656,Vania Erlangga Ridwan,92.41446040495862,91.1005057546889,94.05797101449275,86.58014820438602,97.91921664626683
EMP100083,Rizka Erlangga Subekti,92.33776430292693,95.37153652392948,88.15469932174739,87.905604719764,97.91921664626683
EMP100289,Teguh Hasibuan,92.31653241046817,84.6228388438472,94.09672830725464,92.62734584450402,97.91921664626683
EMP100024,Rendra Candra Maulida,92.27113768511265,90.7491774234371,100.0,100.0,78.33537331701346
EMP101693,Hadi Kurniawan,92.25962943448143,100.0,88.15469932174739,82.9646017699115,97.91921664626683
EMP101185,Wahyu Utami,92.25063406277064,100.0,77.13051724493371,93.952802359882,97.91921664626683
EMP100758,Dwi Adi Maulana,92.16596656893468,78.11730378496787,100.0,92.62734584450402,97.91921664626683
EMP100360,Rizka Rachman Wijaya,92.08811579976043,96.06428752214629,100.0,93.952802359882,78.33537331701346
EMP101437,Kurnia Zulfikar Indrawan,91.97512485100489,100.0,94.05797101449275,75.92331174326002,97.91921664626683
EMP101618,Julia Wijaya Santoso,91.71205411566393,97.8359908883827,77.1402065681242,93.952802359882,97.91921664626683
EMP100010,Maya Jatmiko Handayani,91.70810865251113,88.49706129303107,100.0,100.0,78.33537331701346
EMP101611,Arif Setiawan,91.64518995820134,94.29258415590989,100.0,93.952802359882,78.33537331701346
EMP101574,Nurlita Zulfikar Zulfikar,91.59622599603753,100.0,94.09672830725464,93.952802359882,78.33537331701346
EMP101375,Lestari Salsabila,91.59622599603753,100.0,94.09672830725464,93.952802359882,78.33537331701346
EMP100229,Rizki Putra,91.59609673998483,68.46517031367247,100.0,100.0,97.91921664626683
EMP101053,Evi Hartanto,91.56024450919436,100.0,100.0,87.905604719764,78.33537331701346
EMP100792,Budi Yudhistira Pratama,91.5579076216987,80.11895722601872,88.19345661450926,100.0,97.91921664626683
EMP101021,Rani Fadillah Maulana,91.4981495596923,99.60769425461908,94.09672830725464,93.952802359882,78.33537331701346
EMP101576,Putri Rachman Ginting,91.48846023650182,99.60769425461908,94.05797101449275,93.952802359882,78.33537331701346
EMP101098,Utami Firmansyah,91.37803660114119,93.08004478029667,94.09672830725464,100.0,78.33537331701346
EMP100608,Rani Kurniawan,91.31098614081247,67.32472791698304,100.0,100.0,97.91921664626683
EMP100836,Luthfi Simanjuntak,91.3108599001514,74.69687710983477,100.0,92.62734584450402,97.91921664626683
EMP100718,Ayunda Mahardika Utami,91.30804088568435,97.66302826756228,94.05797101449275,75.59194761441552,97.91921664626683
EMP101267,Rani Herlambang,91.29533267196342,92.7492290635856,94.09672830725464,100.0,78.33537331701346
EMP100486,Joko Simanjuntak,91.13080394400464,99.60769425461908,100.0,86.58014820438602,78.33537331701346
EMP100268,Nadia Tri Fauziah,91.10216310932974,93.08004478029667,88.15469932174739,85.25469168900804,97.91921664626683
EMP101720,Teguh Dharma Wijaya,91.07900029329645,78.34725385978234,94.09672830725464,93.952802359882,97.91921664626683
EMP100243,Sari Yudhistira Setiawan,90.98909116165483,100.0,83.07254623044096,82.9646017699115,97.91921664626683
EMP100568,Hana Dharma Gunawan,90.9470397274882,86.51752226742329,94.09672830725464,85.25469168900804,97.91921664626683
EMP100231,Satya Halim Hidayat,90.78563043873584,90.7491774234371,94.05797101449275,100.0,78.33537331701346
EMP101723,Satya Rohman,90.68787810244555,97.8359908883827,100.0,86.58014820438602,78.33537331701346
EMP101559,Hana Lestari Wijaya,90.5169305407211,89.41365799048418,88.15469932174739,86.58014820438602,97.91921664626683
EMP101938,Oka Halim Purnama,90.50941587846745,87.12216624685138,83.04347826086956,93.952802359882,97.91921664626683
EMP101525,Rani Aji Indrawan,90.47509161386304,95.37153652392948,88.19345661450926,100.0,78.33537331701346
EMP101788,Valdo Qolbi Utami,90.41646589560743,100.0,88.15469932174739,75.59194761441552,97.91921664626683
EMP100662,Utami Pratama,90.41646589560743,100.0,88.15469932174739,75.59194761441552,97.91921664626683
EMP100538,Maya Gunawan,90.40989285469426,100.0,77.1402065681242,86.58014820438602,97.91921664626683
EMP101028,Dwi Sinaga,90.40747052389665,100.0,77.13051724493371,86.58014820438602,97.91921664626683
EMP100882,Dinda Wijaya,90.40747052389665,100.0,77.13051724493371,86.58014820438602,97.91921664626683
EMP101446,Fitri Adi Pratomo,90.22517384829834,74.9707053725518,94.05797101449275,93.952802359882,97.91921664626683
EMP101283,Ayu Yulianto,90.19314861017826,74.80384712730954,94.09672830725464,93.952802359882,97.91921664626683
EMP100865,Anisa Pramudita Pamungkas,90.169372035015,94.29258415590989,94.09672830725464,93.952802359882,78.33537331701346
EMP100806,Dwi Kurniawan,90.14659051546856,80.559643733978,88.15469932174739,93.952802359882,97.91921664626683
EMP100441,Kartika Herlambang,90.11071874966072,100.0,88.15469932174739,93.952802359882,78.33537331701346
EMP101112,Budi Firmansyah,90.09538636547498,93.99664147774979,94.09672830725464,93.952802359882,78.33537331701346
EMP101351,Dwi Tamba,90.0781334497893,80.28581547126099,88.15469932174739,93.952802359882,97.91921664626683
EMP101583,Rani Salsabila,90.07610639505215,100.0,77.13051724493371,85.25469168900804,97.91921664626683
EMP100988,Prasetyo Zulfikar,90.05650847731715,81.89066059225513,100.0,100.0,78.33537331701346
EMP101353,Prasetyo Halim,89.98477416527784,99.49622166246851,88.15469932174739,93.952802359882,78.33537331701346
EMP101305,Gita Wijaya Fauziah,89.9567676936474,90.78855303666387,88.15469932174739,82.9646017699115,97.91921664626683
EMP100823,Hana Aji Hidayat,89.94035074942754,90.7491774234371,77.1402065681242,93.952802359882,97.91921664626683
EMP100578,Teguh Anggara,89.91358813204195,96.06428752214629,100.0,85.25469168900804,78.33537331701346
EMP101328,Maya Candra Maulana,89.88289006296863,75.03219540122164,100.0,86.58014820438602,97.91921664626683
EMP100365,Maya Syahputra,89.86889057678994,97.8359908883827,77.1402065681242,86.58014820438602,97.91921664626683
EMP100982,Hana Wijaya,89.85654786792122,93.08004478029667,94.05797101449275,93.952802359882,78.33537331701346
EMP101587,Rizki Dharma Lukman,89.8380079061705,94.29258415590989,94.09672830725464,92.62734584450402,78.33537331701346
EMP101138,Rizka Kusuma,89.8380079061705,94.29258415590989,94.09672830725464,92.62734584450402,78.33537331701346
EMP100957,Julia Zulfikar Saputra,89.79652702054298,91.24685138539043,94.09672830725464,75.92331174326002,97.91921664626683
EMP101918,Nabila Yudhistira Pradana,89.78904394400669,100.0,88.19345661450926,92.62734584450402,78.33537331701346
EMP101246,Joko Pradana,89.77935462081622,100.0,88.15469932174739,92.62734584450402,78.33537331701346
EMP101975,Fajar Nugroho,89.76531431410503,98.5796249650154,88.19345661450926,93.952802359882,78.33537331701346
EMP100783,Kartika Wijaya Permadi,89.75306245716354,100.0,94.09672830725464,86.58014820438602,78.33537331701346
EMP100165,Kurnia Nugroho,89.74337313397305,100.0,94.05797101449275,86.58014820438602,78.33537331701346
EMP100688,Adit Iqbal Kurniawan,89.74337313397305,100.0,94.05797101449275,86.58014820438602,78.33537331701346
EMP101095,Nadia Simanjuntak,89.72137691635172,98.5796249650154,100.0,81.97050938337802,78.33537331701346
EMP101225,Zahra Hidayat,89.6855615152145,92.29093071485904,88.1159420289855,100.0,78.33537331701346
EMP100869,Budi Wibowo,89.68127818447098,99.60769425461908,88.15469932174739,92.62734584450402,78.33537331701346
EMP101131,Lestari Candra Nugroho,89.65341003643334,99.49622166246851,88.15469932174739,92.62734584450402,78.33537331701346
EMP101573,Citra Aji Sinaga,89.61358263575805,80.11895722601872,100.0,100.0,78.33537331701346
EMP101713,Nabila Yudhistira Kusuma,89.49889157542404,93.08004478029667,100.0,86.58014820438602,78.33537331701346
EMP101210,Luthfi Lestari Rahmawati,89.49684667837661,91.49731407474562,88.15469932174739,100.0,78.33537331701346
EMP101369,Dimas Yudhistira Pratomo,89.4928842913921,85.53943554130032,94.09672830725464,100.0,78.33537331701346
EMP100020,Yoga Erlangga Hartanto,89.41200900512857,100.0,94.05797101449275,85.25469168900804,78.33537331701346
EMP101223,Dimas Situmorang,89.40550747893278,99.60769425461908,77.13051724493371,82.9646017699115,97.91921664626683
EMP101019,Hadi Mahardika Ridwan,89.32919730019188,96.87391420212464,88.15469932174739,93.952802359882,78.33537331701346
EMP100049,Rizki Halim Siregar,89.2120601792592,97.8359908883827,94.09672830725464,86.58014820438602,78.33537331701346
EMP100310,Rendra Pradana,89.15516781387912,91.70514973411699,100.0,86.58014820438602,78.33537331701346
EMP101979,Prasetyo Pramudita Saputra,89.14477543940816,94.9132381752029,88.15469932174739,75.59194761441552,97.91921664626683
EMP101450,Fajar Iqbal Permadi,89.138202398495,94.9132381752029,77.1402065681242,86.58014820438602,97.91921664626683
EMP101759,Gita Mahardika Permadi,89.13702218451868,81.49835484687421,77.13051724493371,100.0,97.91921664626683
EMP101362,Valdo Kusuma,88.96612887698629,83.43241388367707,94.09672830725464,100.0,78.33537331701346
EMP100258,Fitri Adi Maulana,88.86889497128442,100.0,77.1402065681242,100.0,78.33537331701346
EMP101347,Utami Adi Handayani,88.83506590647693,88.95535964175764,94.09672830725464,93.952802359882,78.33537331701346
EMP100609,Oktavia Nabila Ginting,88.7954265013528,96.06428752214629,88.15469932174739,92.62734584450402,78.33537331701346
EMP101004,Kurnia Ananda,88.63220889576634,88.03876294430451,88.15469932174739,100.0,78.33537331701346
EMP101084,Fitri Hartanto,88.60065275191153,100.0,94.09672830725464,81.97050938337802,78.33537331701346
EMP101542,Rama Firmansyah,88.59096342872105,100.0,94.05797101449275,81.97050938337802,78.33537331701346
EMP101014,Nurlita Salsabila,88.59096342872105,100.0,94.05797101449275,81.97050938337802,78.33537331701346
EMP100198,Citra Baskara Suharto,88.5115106923047,75.30602366393867,88.19345661450926,92.62734584450402,97.91921664626683
EMP101633,Intan Saputra Rohman,88.49530453191652,93.53834312902323,88.15469932174739,93.952802359882,78.33537331701346
EMP100880,Zahra Siregar,88.45075487540515,92.16344808284356,77.1402065681242,86.58014820438602,97.91921664626683
EMP100296,Bayu Nugroho,88.4180015637762,81.01794208270456,88.15469932174739,86.58014820438602,97.91921664626683
EMP101443,Teguh Iqbal Siregar,88.41445486227072,77.59751540757148,88.15469932174739,87.905604719764,100.0
EMP101493,Rani Utama Nugroho,88.41432139973124,87.31113890753673,94.05797101449275,93.952802359882,78.33537331701346
EMP101895,Yuni Saputra Wibowo,88.35710809059215,94.45493982647636,94.05797101449275,86.58014820438602,78.33537331701346
EMP100860,Bella Anugrah Rohman,88.31651917295054,94.29258415590989,94.05797101449275,86.58014820438602,78.33537331701346
EMP100363,Zahra Salsabila,88.30817357064058,97.8359908883827,94.09672830725464,82.9646017699115,78.33537331701346
EMP100802,Dimas Kusuma Indrawan,88.29917819892978,97.8359908883827,83.07254623044096,93.952802359882,78.33537331701346
EMP100618,Arif Ramadhan,88.27724453397718,100.0,88.19345661450926,86.58014820438602,78.33537331701346
EMP100858,Maya Fadillah Utami,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP100818,Fajar Qolbi Rahmawati,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP100925,Yuni Putra,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP100884,Rizki Utama Kurniawan,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP100440,Cahyo Utama Sinaga,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP100237,Sari Halim Siregar,88.26755521078672,100.0,88.15469932174739,86.58014820438602,78.33537331701346
EMP101207,Adi Salsabila,88.25786588759624,100.0,88.1159420289855,86.58014820438602,78.33537331701346
EMP100980,Evi Nabila Siregar,88.25786588759624,100.0,88.1159420289855,86.58014820438602,78.33537331701346
EMP100466,Gita Nabila Indrawan,88.16394040307202,93.53834312902323,88.15469932174739,92.62734584450402,78.33537331701346
EMP101133,Rendra Subekti,88.14161062640385,99.49622166246851,88.15469932174739,86.58014820438602,78.33537331701346
EMP101676,Andi Pamungkas,88.10376025146671,90.7491774234371,88.15469932174739,75.59194761441552,97.91921664626683
EMP101836,Luthfi Ramadhan,87.91246145204056,98.5796249650154,88.15469932174739,86.58014820438602,78.33537331701346
EMP101763,Dewi Tri Halim,87.86918060369092,86.45603223875344,94.05797101449275,92.62734584450402,78.33537331701346
EMP101059,Tania Fadillah Firmansyah,87.82842532240652,99.60769425461908,88.1159420289855,85.25469168900804,78.33537331701346
EMP100059,Fajar Dharma Subekti,87.8270662761732,65.1955918439167,88.19345661450926,100.0,97.91921664626683
EMP100085,Ahmad Rohman,87.81149838188936,92.12857504429259,88.15469932174739,92.62734584450402,78.33537331701346
EMP100717,Nabila Utama Ananda,87.76330735231531,89.41365799048418,77.1402065681242,86.58014820438602,97.91921664626683
EMP100333,Mahendra Putra,87.75761889097632,84.68432887251706,94.05797101449275,93.952802359882,78.33537331701346
EMP101983,Dinda Qolbi Fauziah,87.72655293288238,97.8359908883827,88.15469932174739,86.58014820438602,78.33537331701346
EMP101345,Nadia Pramudita Gunawan,87.61499122016778,96.06428752214629,88.15469932174739,87.905604719764,78.33537331701346
EMP100695,Joko Erlangga Subekti,87.5983667585075,85.47794551263048,100.0,86.58014820438602,78.33537331701346
EMP101436,Nabila Hartanto,87.45618792023377,80.95645205403471,83.04347826086956,87.905604719764,97.91921664626683
EMP101398,Umar Kusuma,87.43928895102125,95.82983487265604,100.0,75.59194761441552,78.33537331701346
EMP100508,Sari Nabila Halim,87.37447204860328,95.10221083588826,88.15469932174739,87.905604719764,78.33537331701346
EMP100259,Gita Ridwan,87.36191829280054,90.33025468793731,88.15469932174739,92.62734584450402,78.33537331701346
EMP100090,Maya Pratomo,87.35709556125491,100.0,77.1402065681242,93.952802359882,78.33537331701346
EMP101242,Sari Saputra Tamba,87.3546732304573,100.0,77.13051724493371,93.952802359882,78.33537331701346
EMP101237,Zahra Ridwan,87.34955866010012,88.95535964175764,88.15469932174739,93.952802359882,78.33537331701346
EMP101786,Citra Mahardika Halim,87.22482080380472,88.58516831181979,77.1402065681242,85.25469168900804,97.91921664626683
EMP100812,Lestari Herlambang,87.1921549674471,96.06428752214629,100.0,93.952802359882,58.751529987760094
EMP101281,Wahyu Ramadhan,87.11514550553471,100.0,88.15469932174739,81.97050938337802,78.33537331701346
EMP101158,Putri Saputra Sinaga,87.08885334188203,100.0,94.09672830725464,75.92331174326002,78.33537331701346
EMP101136,Arif Saputra Halim,87.07916401869156,100.0,94.05797101449275,75.92331174326002,78.33537331701346
EMP100140,Yuni Siregar,87.02573143241042,100.0,77.1402065681242,92.62734584450402,78.33537331701346
EMP101951,Putri Firmansyah,87.0237231351164,88.97747405720071,88.15469932174739,92.62734584450402,78.33537331701346
EMP101624,Yoga Fauziah,87.0233091016128,100.0,77.13051724493371,92.62734584450402,78.33537331701346
EMP100177,Rama Mahardika Wijaya,87.00840051843934,89.02135224510327,94.09672830725464,86.58014820438602,78.33537331701346
EMP100935,Evi Erlangga Herlambang,87.00601230967091,100.0,94.09672830725464,75.59194761441552,78.33537331701346
EMP101819,Tania Ananda,87.00601230967091,100.0,94.09672830725464,75.59194761441552,78.33537331701346
